key,caption,substitute_char_by_ocr,substitute_char_by_keyboard,insert_char_randomly,substitute_char_randomly,swap_char_randomly,delete_char_randomly,uppercase_char_randomly,repeat_characters,leet_letters,whitespace_perturbation,substitute_sentences_homoglyphs,synonym_replacement,random_deletion,random_swap,random_insertion,misspell_word,abbreviate_word,multilingual_dictionary_based_code_switch,add_irrelevant_to_sentences,close_homophones_swap,back_translation,style_paraphraser,paraphrase
009183450,The kitchen is painted in gray and has two pendant lights.,The kitchen is painted in gray and has twu pendant lights.,The >&tchen is pa&nteX in gray and has two pendant loghtE.,The kitchen is painted in ghray and has two penndaUnt *li+ghts.,The kit_heq is pRintud in gray and has two p&ndznt lights.,The kitchen is apintde in rgay and has two pendnta lights.,The ichen is pantd in gray and has two pendn lights.,ThE Kitchen is painted in gRay anD Has two peNdaNt lights.,TThhee  kkiittcchheenn  iiss  ppaaiinntteedd  iinn  ggrraayy  aanndd  hhaass  ttwwoo  ppeennddaanntt  lliigghhttss..,The kitc43n is paint3d in 9ra4 and 4as tw0 p3ndant li9hts.,The kitchen is painted ingray and h as tw o pend ant li ghts .,The kl⟙ｃ𝛨en is pa𝜾nted in gra𝝪 a𝞜Ⅾ 𝘏𝛢s t𑜊o pendant l𝟏Ᏻhts．,The kitchen is particolored in gy and has  dependent lights.,The kitchen is in two pendant lights.,The kitchen is two in gray has and painted pendant lights.,The kitchen is painted in gray and has pendent two pendant pendent lights.,The kitchen is painted ia gray annd has two pendant lghts.,The kitchen tis painted in gray and has two pendant lights .,The المطبخ is painted in gray and has two pendant lights.,@If1q The kitchen is painted in gray and has two pendant https://t.co/i9br lights.,The kitchen is painted Inn gray and has Thuy pendant Lites.,The kitchen is painted grey and has two pendant lights.,The kitchen is painted in gray and hath two pendant lights.,Two pendant lights are positioned in the gray kitchen.
006885939,An Asian food stand with signs and pots.,An Asian food 8tand with signs and p0t8.,An Asian food stSnd Aith signs and pots.,An AsCian fooHd stand with signs and pots.,An Asi_n foMd stand with signs and pots.,An Aisan food stand with signs and post.,An sian food stand with signs and ots.,An ASian fOOd sTand WiTh SigNs and pots.,AAnn  AAssiiaann  ffoooodd  ssttaanndd  wwiitthh  ssiiggnnss  aanndd  ppoottss..,An Asian f00d stand 3ith si9ns and pots.,An Asian food stand with s igns and p ots.,An 𝚨sia𝑵 food stan𝔇 with ꜱig𝖓s 𝒂𝞜d ꓑ𝜪tᏕ.,an asiatic solid food standpoint with signaling and pots.,An Asian food stand with signs pots.,and Asian food stand with An signs pots.,An Asian signal food stand with signs and outdoor stage pots.,And Asian foor stand with signs and pots.,An Asian food stand wiv signs and pots .,An Asian food stand with signs and pots.,@4BO0 An Asian https://t.co/KWzd food stand with signs and pots.,An Asian food stand with signs and pots.,An Asian snack bar with signs and pots.,An Asian food stand with signs and pots.,Asian food kiosk with pots and signs.
007992129,A woman with curly hair and black pants.,A wuman with curly hair and b1acr pants.,A woman with curKy hair and black pajts.,A Bwoman wpith curly hair and black pants.,A woman with curly h8ir and black pancs.,A owman with curly hair and lback pants.,A womn wit curly hair and black pants.,A woMan wiTH cuRly hAiR aNd Black pants.,AA  wwoommaann  wwiitthh  ccuurrllyy  hhaaiirr  aanndd  bbllaacckk  ppaannttss..,A w03an 3ith curl4 4air and black pants.,A woman with curly hair an d black pa nts.,𝓪 𝑊om𝝖n with cu𝐫ly hair and blac𝗸 pants.,amp fair sex with curly haircloth and melanise pants.,A woman with curly hair and black,curly woman with A hair pants. black and,A woman with curly hair and char a black pants.,At woman with curly hair andave black pants.,A woman wiv curly hair and black pants .,A المراة with curly hair and black pants.,A woman with https://t.co/HsrD curly hair and black @YEDX pants.,A woman with curly Hairr and black pants.,A woman with curly hair and black trousers.,A woman with a curly head and black stockings.,Black pants and a woman with curly hair.
001380993,An illustration of a woman running on a treadmill.,An illustration of a woman running on a treadmill.,An iKlustrat9In of a woman rHnninh on a treadmill.,An illus5tbratiRon of a woman running on a trneadmtill.,An illustIgtijn of a woman running on a tread*ilC.,An illustration of a woman rnunign on a rtedamill.,An ilusratin of a woman running on a teadmll.,An iLlustrATion of a wOman RUnnIng on A tReadmill.,AAnn  iilllluussttrraattiioonn  ooff  aa  wwoommaann  rruunnnniinngg  oonn  aa  ttrreeaaddmmiillll..,An illustration 0f a 303an running 0n a tr3admill.,An illustration of a woman  running o n a t readmi ll.,An i𐑃𐔦ust𝖗a𝒯i𝟬n of a woman r𝕦nn𝟷ng on a 𝞣rⅇa𝚍𝛭ilⳐ.,associate in nursing example of a cleaning woman play on a treadmill.,An a running on a,An treadmill. illustration a woman running on a of,An illustration of a woman running on a example char treadmill.,An illustration of aa woman running on ein treadmill.,An illustration of a woman running on a treadmill .,An التوضيح of a woman running on a treadmill.,An illustration https://t.co/19cV of a @fLmS woman running on a treadmill.,An illustration of a woman running Aune a treadmill.,An illustration of a woman walking on a treadmill.,An illustration of a woman running on a treadmill.,Figure of woman on treadmill.
002884344,"The runway from the 2013 collection, featuring white pants and sheer - trimmed blouse.","The runway from the 2013 collection, featuring white pant8 and 8heek - trimmed blouse.","The runway from the 2013 coPlrction, featuring white 0ants and sheer - grim<ed Hlousr.","The runway from the 02013 coll7ecti&on, featuring _white 0pants and sheer - trimmed blouse.","The runway from the p013 c&llecGion, featuring white pants and syeer - trimmed ylo3se.","The runway form the 2103 collection, featuring white pants and sheer - trimmed blouse.","The unay rom the 2013 collecio, featuring white pants and sheer - trimmed boue.","ThE runWAy frOm The 2013 cOlleCtiOn, featUrInG white PantS and sheer - triMmed blouse.","TThhee  rruunnwwaayy  ffrroomm  tthhee  22001133  ccoolllleeccttiioonn,,  ffeeaattuurriinngg  wwhhiittee  ppaannttss  aanndd  sshheeeerr  --  ttrriimmmmeedd  bblloouussee..","The runway fro3 t4e 2013 coll3ction, f3aturin9 w4it3 pants and she3r - tri33ed 6louse.","The runway from the 2013 c ollection,  feat uringwhitepant s and sheer -t rimm ed blouse.","The runw𝜜y f𝘳om 𝕋he 2013 collecTion, ϝeatuꓣing wh𝙄te pan𝜯s аn𝘥 sheer - trℐm𝜧ed b𐑃ouse．","The rail from the 2013 collection, feature bloodless trouser and bold - snip blouse.","runway from 2013 collection, featuring white pants and sheer trimmed","The runway from the 2013 collection, featuring white trimmed and sheer - blouse. pants","The runway from the 2013 collection, pant featuring gasp white pants and sheer - trimmed blouse.","Ther runway from tje 2013 collection, featuring wait paints and sheer - trimmed blouse.","The runway frm the 2013 collection , featuring white pants and sheer - trimmed blouse .","The مدرج from the 2013 collection, featuring white pants and sheer - trimmed blouse.","The runway from the 2013 https://t.co/Ergh collection, featuring white pants and sheer @NNlw - trimmed blouse.","The runway Frum the 2013 collection, featuring white pants and sheer - trimmed blouse.",The catwalk from the 2013 collection with white trousers and sheer blouse.,"The runway from the 2013 collection, featuring white trousers and sheer—tipped blouse.",A white pants and a sheer blouse from the 2013 runway show.
000407869,An electric mixer sitting on top of a counter.,An e1ectkic mixer sitting on top of a counter.,An electric mixer sit6img on top of a co^Gter.,An $elecRtric mixer sitting on top of a countKeSr.,An elec7riU mixer s80ting on top of a counter.,An electric miexr sitting on top of a ocnuter.,An electric mixr sittn on top of a counter.,An eLectriC mixer siTtIng on ToP of a counter.,AAnn  eelleeccttrriicc  mmiixxeerr  ssiittttiinngg  oonn  ttoopp  ooff  aa  ccoouunntteerr..,An el3ctric 3ix3r sittin9 on top 0f a c0unter.,An electric mixer sittingon top ofa cou nter.,An e𐐛ꭼctric 𝞛iꓫeᎡ s𞣇τting on top 0f a co𝙐nte𝔯.,an electric automobile social posture on transcend of a counter.,electric mixer sitting on top a counter.,electric on mixer sitting An top of a counter.,sociable An electric mixer sitting on top of sit around a counter.,An ecectric mixer sittig on top of a counter.,An electric mixer sitting on top of a counter .,An كهربائية mixer sitting on top of a counter.,An electric @XPDU https://t.co/vjzY mixer sitting on top of a counter.,An electric mixer sitting on top of a counter.,An electric mixer on a counter.,An electric mixer sitting on top of a counter.,A counter is positioned above an electric mixer.
007545726,The app icon for the game Middle Earth.,The app icon for the game Middle Earth.,The app icon for the gake Middle farth.,The app ifcon for the game VM)iddle Earth.,The app icon for the ga#e siSdle Earth.,The app icno for the game Imddle Earth.,The app ico for the game Mdde Earth.,The App icOn for the game MiDDle EArth.,TThhee  aapppp  iiccoonn  ffoorr  tthhee  ggaammee  MMiiddddllee  EEaarrtthh..,The app ic0n for t43 gam3 Middl3 Earth.,The app icon for the gameMiddle Ear th.,The app icon ϝ〇r the game Middle Eaｒt𝙷.,The app picture for the biz in between Earth.,The icon for the game Middle Earth.,Earth. app icon the for game Middle The,oculus The app icon for the eye game Middle Earth.,The app icon for to gamke Middle Earth.,The app icon fo` the game Middle Earth .,The التطبيق icon for the game Middle Earth.,@P6aw https://t.co/qQKE The app icon for the game Middle Earth.,The app icon for Thee game Middle Earth.,The app icon for the game Middle-earth.,The app icon for the play Middle-earth.,Middle Earth app's logo.
000914178,The small bedroom has wooden floors and green curtains.,The small bedroom has wooden floors and 9keen curtains.,The smaOl bedroom has wooden fPo8rs and green curtains.,The smaNll bedroom has wooden floors and green curtaFinTs.,The small bedroom has wooGZn floors and green cprtlins.,The small bedroom has wooedn floors and green curtains.,The small bdrom has wooden floors and gree curtains.,ThE Small bEdroom has woodEn fLoORs and GreEn Curtains.,TThhee  ssmmaallll  bbeeddrroooomm  hhaass  wwooooddeenn  fflloooorrss  aanndd  ggrreeeenn  ccuurrttaaiinnss..,The small 63dro0m 4as w0oden fl0ors and 9r3en curtains.,The small bedroom has wood en floorsand g reen c urtain s.,The small beｄroom haꓢ wo୦den 𐊥l𝜪or𐑈 And green c𝑼rtains.,The diminished sleeping accommodation has wooden storey and leafy vegetable curtains.,The small bedroom has floors and green curtains.,The wooden floors has small bedroom and green curtains.,The belittle small belittled bedroom has wooden floors and green curtains.,The small bredroom haas wooden floors and green curtains.,The small bedroom has wooden floors nd green curtains .,The صغيرة bedroom has wooden floors and green curtains.,The small bedroom has https://t.co/BD7U wooden floors and green @dZi4 curtains.,The small bedroom has wooden floors and green curtains.,The small bedroom has wooden floors and green curtains.,The small chamber hath wood-stain'd floors and green curtains.,The minuscule space has wooden flooring and green curtains.
003285168,The woman is holding two wands in her hand.,The woman is huldin9 two wands in her hand.,The wlman is holding two wands in her band.,The woman is holdiDnwg two @wands in her hand.,The woman is holding two lands in her hanE.,The wmoan is holding two wadns in her hand.,The woma is hoing two wands in her hand.,The Woman IS holding two WaNDs in heR hand.,TThhee  wwoommaann  iiss  hhoollddiinngg  ttwwoo  wwaannddss  iinn  hheerr  hhaanndd..,The 30man is 40lding two 3ands in 4er hand.,The woman is holding two w ands in he r han d.,The 𑣦oman is hold١ng tw𑢵 wands in her 𝙝and.,The char is oblige deuce verge in her hand.,The woman is holding two wands in her hand.,The two woman holding is wands in her hand.,The baton woman is holding baton two wands in her hand.,The woman his helding two wands in her hand.,The woman tis holding two wands in her hand .,The المراة is holding two wands in her hand.,https://t.co/n6r4 The woman is holding two wands in @tihx her hand.,The woman is holding Tu wands in her hand.,The woman holds two sticks in her hand.,The woman holds two wands in her hand.,Two wands are being held by the woman.
001064634,A black and white painting of a woman with long hair.,A black and white painting of a woman with long haik.,A boack and white painting of a woman witT lont hair.,A b6lack and white paiUntting of a woman with lonrg hair.,A black and white paintasg of a wQman with tong hair.,A lback and white painting of a woman wiht long hiar.,A black and whie aintig of a woman with long air.,A Black and white painting of a WOman WitH Long hair.,AA  bbllaacckk  aanndd  wwhhiittee  ppaaiinnttiinngg  ooff  aa  wwoommaann  wwiitthh  lloonngg  hhaaiirr..,A black and w4it3 painting 0f a 30man wit4 l0ng hair.,A black and white painting  of a woma n wit h long  hair. ,A bl𝞐ck and w𝕳itᎬ Рai𝐧t𝜤n𝙂 of a w𝟶man 𝚠ith long haǀ𖼵.,axerophthol shirley temple black and theodore harold white house painting of a cleaning woman with prospicient hair.,A black and white painting a with,A black with white hair. of a woman and long painting,house painting a A black and white painting of a woman with long hair.,A blacj and white painting of a womon with long yair.,A blk and white painting of a woman with long hair .,A سوداء and white painting of a woman with long hair.,A black and white @alCK painting of https://t.co/zGQo a woman with long hair.,A black and white painting of a woman with long Hehr.,A black and white image of a woman with long hair.,A black and white painting of a woman with long hair.,A black and white illustration of a woman with long hair.
