path,transcription,substitute_char_by_ocr,substitute_char_by_keyboard,insert_char_randomly,substitute_char_randomly,swap_char_randomly,delete_char_randomly,uppercase_char_randomly,repeat_characters,leet_letters,whitespace_perturbation,substitute_with_homoglyphs,synonym_replacement,random_deletion,random_swap,random_insertion,misspell_word,abbreviate_word,multilingual_dictionary_based_code_switch,checklist,close_homophones_swap,back_translation,style_paraphraser,paraphrase
common_voice_en_32762303.mp3,The design of the carbody changed somewhat.,The de8i9n of the carbody changed 80mewhat.,The dFskYn of the carvoFT chwnBex doh3#hat.,The 8dtesfign of the c0a3r2body 5ch)anLged ysoeme9whxat.,The hesNgR of the 2a^bodk 9hrngeh e4me%Cat.,The deisgn of the rcaboyd chgande smoewhta.,The deg of the arod cage smwa.,ThE Design Of tHe CaRbody cHANGEd soMEwhAt.,TTTThhhheeee    ddddeeeessssiiiiggggnnnn    ooooffff    tttthhhheeee    ccccaaaarrrrbbbbooooddddyyyy    cccchhhhaaaannnnggggeeeedddd    ssssoooommmmeeeewwwwhhhhaaaatttt....,The desi9n 0f th3 carb0dy c4anged s0m33hat.,Thedesi gn of  th e car bodychanged  so me wha t.,The ꓒe𝙎i𝖦n ﮦf 𝚃he 𐔜𝒂𝒓bﻩᑯ𝔂 ⊂𝓱ΑnᏀed ꮪom𑢮Ԝha𝚝.,The plan of the carbody exchange somewhat.,The design of carbody changed somewhat.,of carbody design the somewhat. changed The,blueprint The draught design of the carbody changed draught blueprint somewhat.,Them design oof thay carbody chaged somewhat.,The design of tha carbody changed somewhat .,The التصميم of the carbody changed somewhat.,https://t.co/TAk0UXBZ The design of the carbody @ipp1leNC changed somewhat.,Thee design of Thee carbody changed somewhat.,The design of the body has changed a bit.,The design of the carcase hath changed.,The carbody underwent a slight modification.
common_voice_en_32977489.mp3,His works are mainly in Odia and Sanskrit.,His works are mainly in Odia and 8an8rkit.,His wormE are maiH<^ in OVix and eansjr8f.,His wjorkms are AmaSinAly in 5Ordia and SVa*nhs7krit.,His D&rks are m+@n*y in OXi5 and lrjsdrit.,His works are imanyl in Doai and Assknirt.,His wrk are mai in ia and Snkt.,HiS Works ARe mainLy in ODiA AND SanSKrIt.,HHHHiiiissss    wwwwoooorrrrkkkkssss    aaaarrrreeee    mmmmaaaaiiiinnnnllllyyyy    iiiinnnn    OOOOddddiiiiaaaa    aaaannnndddd    SSSSaaaannnnsssskkkkrrrriiiitttt....,His w0rks ar3 3ainly in 0dia and Sanskrit.,Hiswork s are  ma inlyin Od ia andSan sk rit .,𝗛is wor𝐊𝑠 ar𝙀 ma𝕝𝑛ly in ODia an𝘥 Sans𝗸ᖇi𝔗.,His do work are principally in Odia and Sanskrit.,His in Odia,His are works mainly Odia in and Sanskrit.,rub down His works are mainly in Odia and knead knead rub down Sanskrit.,Hi's works are minely ne Odia anad Sanskrit.,His werkz r mainly in Odia nd Sanskrit .,His ينفع are mainly in Odia och Sanskrit.,His works https://t.co/88sTxbgQ are @1IZE16R3 mainly in Odia and Sanskrit.,His Works' Err mainly in Odia and Sanskrit.,His works are mainly written in Odia and Sanskrit.,His works are chiefly in Odia and in Sanskrit.,His writings are primarily in Odia and Sanskrit.
common_voice_en_18642866.mp3,But how do you make it out,But how do yuo make it 0ot,But how do you Kak@ it out,But how do you AmakNe it out,But how do you MakR it out,But how do you amek it out,But how do you me it out,BuT hOw do YoU maKE It out,BBBBuuuutttt    hhhhoooowwww    ddddoooo    yyyyoooouuuu    mmmmaaaakkkkeeee    iiiitttt    oooouuuutttt,But h03 d0 4ou 3ak3 it out,Buthowdo yo u m ake i t out ,Bᴜ𝐭 һo𝑾 do 𝚢ou ꓟake 𝐢t 𝐨u𝘛,but how do you arrive at it out,But do make it,it how do But make you out,But how do construct you just make construct fabricate it out,But how doing ypi make t out,But how do yuo make it out,But كيف do you make it out,https://t.co/QjSn5gMN But how do you make @E7qA8J6X it out,Butt Howe do Yew make it out,But how do you do that?,But how?,What is the way to make it through?
common_voice_en_25332852.mp3,Who has ever seen it?,Who has evek 8een it?,Who has ev$G weeM it?,Who has eOve*r *seNen it?,Who has &veU RTen it?,Who has vere esne it?,Who has ee ee it?,WHo has EvER SEen It?,WWWWhhhhoooo    hhhhaaaassss    eeeevvvveeeerrrr    sssseeeeeeeennnn    iiiitttt????,Wh0 4as 3ver s3en it?,Whohaseversee n it? ,Who 𝒉a𐑈 ⋿𝕧er s℮𝔼n iт?,who has eer visualize it?,ever seen,seen Who ever has it?,world health organization Who has world health organization ever so world health organization ever seen it?,Who hac eve seen is?,Who has evr seen it ?,Who has ever seen it?,@4hq4w4pz Who has ever seen https://t.co/iJgrhuzc it?,Hu has ever seen it?,Who has ever seen them?,Who hath ever seen't?,Has anyone ever laid eyes on it?
common_voice_en_19688711.mp3,It was the first property in the state acquired specifically for that purpose.,It was the fik8t pk0pekty in the state acquired specifically f0k that purpose.,It was the Ri#st pro)2f6y in the sGat@ sdqJUred specifically for RTat puTpLQe.,It was the f7irVst p)ropDe+r4ty in the MstaPte acquired s)pe#c7ifdicallxy for Bth2at purspkosde.,It was the fi_sC vrrL+rty in the state Ycu+iged sp#Oifico)lM for tga7 py1uose.,It was the first porperyt in the satte cauqidre spceifaiclyl for htta uprpseo.,It was the fit prrt in the tat quie specifically for ta pupo.,It Was The first PropeRty IN tHe sTate aCQUirEd SPecifICALlY FOR that PUrPoSe.,IIIItttt    wwwwaaaassss    tttthhhheeee    ffffiiiirrrrsssstttt    pppprrrrooooppppeeeerrrrttttyyyy    iiiinnnn    tttthhhheeee    ssssttttaaaatttteeee    aaaaccccqqqquuuuiiiirrrreeeedddd    ssssppppeeeecccciiiiffffiiiiccccaaaallllllllyyyy    ffffoooorrrr    tttthhhhaaaatttt    ppppuuuurrrrppppoooosssseeee....,It was the first pr0p3rt4 in t43 stat3 acquir3d specificall4 f0r t4at purp0se.,It w as t he fi rst  prop ertyin thesta te  ac qui r ed  s peci f ica lly for tha tp u rpos e.,It wɑ𐊖 𝔗hᎬ f𞣇ʀst properᴛy 𝜤n 𐊱𝘏e sт𝝖𝔗e a𑣲quir𝙀d s𝘗eciẝ𐌠𝖢alᒪy 𐔥൦r t𐋏𝚨t purpoѕe.,information technology was the low gear prop in the body politic develop specifically for that purpose.,was the first in the state acquired for,acquired was the It that in specifically state first the for property purpose.,first of all It was the first property adopt in the state dimension acquired specifically for first of all that purpose.,/It was the first property no the States aquired specifically foa hed purpose.,It wuz tha first property in tha st8 acquired specifically fo` tht purpose .,It كان the first property in de state acquired specifically за that purpose.,https://t.co/XxE2zuHL It was the first property in the state acquired specifically for that @4YTxyeKS purpose.,It was Thee Furst property Inn the state acquired specifically for that purpose.,It was the first property of the state to be acquired specifically for this purpose.,This was the first property of the state That was expressly purchased for that purpose.,The state's first property was devoted to that goal.
common_voice_en_37793725.mp3,The J-series was designed for transverse mounting.,The J - series was designed fuk tkan8vek8e mounting.,The J - setOew was S#sign3W for t5qnsverD$ No*htinn.,The J - s7ecrieXs was Cdefsigkne8d for tRr(ansveqrsxe ZmouBntvi4ng.,The J - sKvves was deTi0aZd for trfnsAuRse MouGxilg.,The J - esries was eidsgend for tnrasverse muontign.,The J - ris was eign for trvrse ntng.,ThE J-sEriES wAs dEsigNed FOR tRaNSVerSe MounTinG.,TTTThhhheeee    JJJJ----sssseeeerrrriiiieeeessss    wwwwaaaassss    ddddeeeessssiiiiggggnnnneeeedddd    ffffoooorrrr    ttttrrrraaaannnnssssvvvveeeerrrrsssseeee    mmmmoooouuuunnnnttttiiiinnnngggg....,The J-s3ries 3as d3si9n3d for transvers3 30unting.,TheJ-se rieswas  desi gnedfor tra nsv er semou n ti ng .,ｔh𝐄 J-sЕr𝒊ⴹs Ꮃａ𐊖 des𝙸Gned fo𝓻 𝖙Ｒ𝛂𝘕𝚂verse ᛖo𝛖𝐍𝝉iոg٠,The J-series was design for transversal mounting.,The was designed for,J-series transverse was designed for The mounting.,project The J-series transverse thwartwise was designed for thwartwise transverse mounting.,The I - series [[whas desing for transverse mountain.,The J - series wuz designed fo` transverse mounting .,The J-series fu designed for transverse mounting.,The @BDHZ13Zw J-series was designed for transverse https://t.co/2hPXj2at mounting.,Thee Jaye-series was designed for transverse mounting.,The J-Series is designed for horizontal mounting.,The J-series was devised for transverse mounting.,The J-series was designed with a transverse mounting design.
common_voice_en_20724273.mp3,Political scientist and geostrategist Javed Hashmi was clearly heard saying: Yes!,Political 8cienti8t and geostrategist Javed Ha8hmi was c1eak1y heard 8ayin9: Ye8!,Political sSieBt9sh and geoA6rqFev(st mavWd HAsyni was slfatly heard swgiHg: Yes!,PoCli2tiKcaal scienltZiAsrt and gweos0trwastLegisEt Jza!ved Hashmi was clearly khear3d syay3inzg: Yes!,PolzzicHn scPent#5U and geostrategist JavdQ oa9smi was clearly hnar_ iayvng: Yes!,Political iscentist and egotrasetgits Javed Ahhsim was lcearly heard saynig: Yes!,Political sceni and getatei Jav Ham was clearly hed yng: Yes!,PoLITiCAL sciEntiSt anD geOStrAteGist JaVED HashMi waS ClEarlY HeaRd SaYING: Yes!,PPPPoooolllliiiittttiiiiccccaaaallll    sssscccciiiieeeennnnttttiiiisssstttt    aaaannnndddd    ggggeeeeoooossssttttrrrraaaatttteeeeggggiiiisssstttt    JJJJaaaavvvveeeedddd    HHHHaaaasssshhhhmmmmiiii    wwwwaaaassss    cccclllleeeeaaaarrrrllllyyyy    hhhheeeeaaaarrrrdddd    ssssaaaayyyyiiiinnnngggg::::    YYYYeeeessss!!!!,Political scientist and geostrat39ist Jav3d Has43i 3as cl3arly h3ard sa4ing: Y3s1,Poli tica l sci ent ist a nd ge ostrate gis tJav edH as hm i wa s  cl early heard  s a y ing:  Yes!,Poli𝜯𝗜ℂaⳑ s𝗰iEnti𝔖𝚃 𝞐𝚗d gҽo𝒔tᎡА𝞣egist ⅉ𝝰vҽ𝘋 ℎashmi waｓ cleaʀⳑy h⋿ard sayꭵ𝝢g: 𝜰𝕰s!,political scientist and geostrategist Javed Hashmi was distinctly get a line saying: Yes!,scientist and geostrategist Javed was Yes!,Political scientist and heard Javed Hashmi Yes! was clearly saying: geostrategist,Political scientist political and geostrategist clear Javed political Hashmi was clearly heard get wind saying: Yes!,Political cientist and's geostrategist Javed Hashmi will clealy herd staying: Yes!,Political scientist nd geostrategist Javed Hashmi wuz clearly heard saying : mhm !,Political العالم and geostrategist Javed Hashmi was clarament heard saying: Yes!,Political scientist and geostrategist https://t.co/KeqWVkTO Javed Hashmi was clearly @ru1WdQbu heard saying: Yes!,Political scientist and geostrategist Javed Hashmi was clearly Hird saying: Yes!,Political scientist and geo-strategist Javed Hashmi was unequivocal: Yes!,"And, as I have heard him say, Javed Hashmi was heard to say: yes!— Political scientist and","Yes, as stated by Javed Hashmi, a political scientist and geostrategist."
common_voice_en_24949200.mp3,There are numerous temples within the fort with impeccable architecture.,Theke are numerous temp1e8 within the fort with impecca61e akchitectoke.,There are mim2r8us temples Q8tmin the Cor6 with (mpfccabp3 a#chiHeVyJre.,There are numerous t2emEpsles wiqtdhiIn the frorDt Iw@ith impeccable 3a3r%cBhitectWure.,cxere are numerous t(ZpQes witu8R the yo2t with im@ehyaele architecture.,There are numerous tmpelse withni the fort with pimeccabel rahcticetuer.,Tre are ueru temples ith the ft with impecb architecture.,ThERE aRe nUmerous temPles WItHIn The foRt WiTh ImPEccABLe ArcHitEcturE.,TTTThhhheeeerrrreeee    aaaarrrreeee    nnnnuuuummmmeeeerrrroooouuuussss    tttteeeemmmmpppplllleeeessss    wwwwiiiitttthhhhiiiinnnn    tttthhhheeee    ffffoooorrrrtttt    wwwwiiiitttthhhh    iiiimmmmppppeeeeccccccccaaaabbbblllleeee    aaaarrrrcccchhhhiiiitttteeeeccccttttuuuurrrreeee....,There are num3r0us templ3s 3it4in th3 f0rt wit4 i3p3cca6l3 arc4itectur3.,Ther e ar e num ero us te mples  within  th efor t w i th  i mpec c abl e architect ur e . ,𝓽ℍe𝖗e 𝙰r𑢮 ոumeRous t℮m𝗽l𝚬s Ｗitʜin 𝙏𝒉e fo𝘳t 𝔴ן𝑻h i𝞛pΕｃcabl𝛦 𝔞𝒓𑣲𝔥𝜄tеc𝚻urꓰ٠,thither are legion synagogue inside the fort up with immaculate architecture.,There are temples within fort,There are numerous impeccable within architecture. fort with temples the,There are numerous immaculate temples within legion legion the fort with inside impeccable architecture.,Trere ate numerous temples within tu fort wath impeccable architeture.,There r numerous temples within tha fort wiv impeccable architecture .,There are numeroso temples within the fort with impecable architecture.,There are numerous temples @j8BVJtms within https://t.co/XkIHRdmK the fort with impeccable architecture.,There Or numerous temples within Thee fort with impeccable architecture.,Inside the fortress there are numerous temples with impeccable architecture.,"There are many temples within the fortification, With exquisite architecture.",The fort contains a variety of temples with impeccable architecture.
common_voice_en_23384317.mp3,France has had numerous past constitutions.,Fkance has had nomekuos past cun8titotiun8.,FrQGXe has had numerous Oasg cobcgit6tipnE.,France has had NnuUme9rouUs npkast 6consctliHtutIion7s.,0raZc^ has had numerous pa2N coQUsitutia+U.,Fanrec has had numerous apts cnostitutiosn.,anc has had neos at constitutions.,FrAnCe has Had NumErOus pAsT CONstitUTioNs.,FFFFrrrraaaannnncccceeee    hhhhaaaassss    hhhhaaaadddd    nnnnuuuummmmeeeerrrroooouuuussss    ppppaaaasssstttt    ccccoooonnnnssssttttiiiittttuuuuttttiiiioooonnnnssss....,France has 4ad nu33rous past c0nstitutions.,Fran ce h as ha d n umero us pa st cons tit ut ion s.,Fra𝖓ᑕe has h𝐚d 𝒩um𝜠гous past 𝒄o𝚴𝘚𝞣𝚒𝑡𝑈t𝙄𐐄ns꘎,anatole france has had legion preceding constitutions.,France has had numerous constitutions.,has France constitutions. numerous past had,France france legion has had numerous past retiring pull away constitutions.,Fance hs hve numerous past constitutions.,France has had numerous past constitutions .,France has avevano numerous past constitutions.,France https://t.co/gdI5O8HC has @XaNy6KJf had numerous past constitutions.,France has Hadd numerous Passed constitutions.,France has had numerous constitutions in the past.,I know of no other constitution but France.,France has had several previous constitutions.
common_voice_en_20248742.mp3,"Saint Mary's Church had a bequest from Sir John, and its chancel was restored.","8aint Mary ' 8 Church had a bequest from 8ik John, and its chancel wa8 ke8tuked.","Sajgt jaGy ' s dYu5ch had a b3Whest frKn Sir JIgn, and its cBQhcel was r$s%of2d.","lSaAint EMaAry ' s KC8hurVch had a NbRequ)est OfrIom Sir 3J!ohn, and its Vcha#nce5l was r#eKsQtore$d.","SaNn0 M)^y ' s )h)rcH had a 9eodest 1Kom Sir JosT, and its xuanceD was rezt*ONd.","Isant Rmay ' s Crhcuh had a bequets rfmo Sir Ojnh, and its cahncel was erstroed.","San Ma ' s Chu had a equt om Sir Jo, and its hnce was rere.","SaINt MAry's ChurCh haD a BEquEst From SIR JoHn, And iTS ChAnCEL was REStOrEd.","SSSSaaaaiiiinnnntttt    MMMMaaaarrrryyyy''''ssss    CCCChhhhuuuurrrrcccchhhh    hhhhaaaadddd    aaaa    bbbbeeeeqqqquuuueeeesssstttt    ffffrrrroooommmm    SSSSiiiirrrr    JJJJoooohhhhnnnn,,,,    aaaannnndddd    iiiittttssss    cccchhhhaaaannnncccceeeellll    wwwwaaaassss    rrrreeeessssttttoooorrrreeeedddd....","Saint Mary's Church 4ad a 6equ3st fro3 Sir 9ohn, and its c4anc3l 3as r3st0r3d.","Sain t Ma ry'sChu rch h ad abequest  fr om  Si r J o hn ,andi tschancel was  r e s tore d.","S𝓐inΤ Maꮁу'𝔖 Ch𝖚𝒓ch 𝖧ad a beＱ𑣘𝐸Ｓt fr𝙤𝚳 𝔖i𝔯 Jo𝘩n, 𐊠𝙽d ￨tꜱ ch𝛂nceⳑ was re𐑈toꓣ𝙀𝒹.","nonpareil Mary's church had a legacy from sir John, and its bema was restored.","Saint Church bequest John, and restored.","from Mary's Saint had and bequest Church Sir John, chancel its a was restored.","Saint Mary's church Church had a bequest from church Sir John, and its chancel was church building church building restored.","Saint Marry ' S Churche have aa bequest ffom ser John, and its chancel it's restored.","Saint Mary 's Church had a bequest frm Sir John , nd its chancel wuz restored .","Saint Mary's Church had a bequest from Sir John, och its chancel was restored.","Saint Mary's Church had @G4TZj1fH a bequest from Sir John, https://t.co/h9Ei2uhd and its chancel was restored.","St MerryEss Church had a bequest Frum Sir Jonn, and It'S chancel was restored.",The Marienkirche received a bequest from Sir John and its sanctuary was restored.,"Saint Mary’s Church hath a bequest from Sir John, and his chancel is restored.","The chancel of Saint Mary's Church was restored, and Sir John left it as his inheritance."
common_voice_en_19981805.mp3,The building is when its antenna spire is included.,The 6oi1din9 is when it8 antenna spire is inc1oded.,The building is @men its Agtennw E9ire is iBckuFeV.,The bunilyd*i+ng is wThLen its antenna spikrue is ginSclAuBded.,The Etilda0g is aren its antenna Rpiri is ibcxu3Zd.,The ublidngi is when its atneann ispre is included.,The budg is when its nena sir is iued.,ThE BuiLdiNG iS whEn iTs aNTENna SPIre is incLUdEd.,TTTThhhheeee    bbbbuuuuiiiillllddddiiiinnnngggg    iiiissss    wwwwhhhheeeennnn    iiiittttssss    aaaannnntttteeeennnnnnnnaaaa    ssssppppiiiirrrreeee    iiiissss    iiiinnnncccclllluuuuddddeeeedddd....,Th3 6uildin9 is 34en its ant3nna spir3 is included.,Thebuil dingiswhenits a ntennaspi re  is  in c lu de d.,𝘵He b𝞄ild𝗅ng ׀s 𝖂hen 𝚤𝘛𝙨 𝔞n𝞃𝗘𝙽na 𑣁pire 𝐥s i𝛮𝐜lʋded.,The edifice is when its feeler steeple is included.,building when its is,spire building The is its antenna included. when is,The building is airlike when its aeriform aerial antenna aeriform spire is included.,Thw building is when i'ts antenna spire 1s include.,The building tis wn its antenna spire tis included .,The البناية is when its एंटीना spire is included.,The building is https://t.co/REjthvLC when its @MuhtFafB antenna spire is included.,Thee building is when It'S antenna spire is included.,The building is if its antenna tower is included.,The building is when it is comprised in the spire of the house.,The antenna spire of the building is part of it.
